,0,1
10,"🔥🇷🇺#биржи #SPB #инсайдерГРУППА ВТБ #VTBR ВОШЛА В КАПИТАЛ СПБ БИРЖИГруппа ВТБ 19 апреля 2021 года приобрела 5% обыкновенных акций Санкт-Петербургской биржи у Ассоциации «НП РТС», основного акционера биржи.Подробнее в сообщении основного акционера16 апреля Совкомбанк увеличил долю в капитале СПБ биржи до 12,93%, а Amereus Group вошла в состав акционеров с долей 5,54%. Сделки произошли путем исполнения опциона, заключенного еще в 2020 году с Ассоциацией “НП РТС”.СПБ биржа также сообщала, что 15 апреля основные акционеры Санкт-Петербургской биржи заключили акционерное соглашение. Долгосрочная стратегия Санкт-Петербургской биржи предполагает ее развитие как независимой рыночно-ориентированной площадки в партнерстве с ведущими участниками рынка. В связи с этим Ассоциация ""НП РТС"" последовательно снижает долю в капитале Санкт-Петербургской биржи, привлекая ключевых участников ее торгов в качестве акционеров. В целях консолидации позиций участников торгов, в том числе и по вопросам стратегического развития, основные акционеры биржи 15 апреля заключили акционерное соглашение.","('P(positive) = 0.00012. Result: ', 'Negative')"
11,"🔥🇷🇺#биржи #SPB #инсайдерГРУППА ВТБ #VTBR ВОШЛА В КАПИТАЛ СПБ БИРЖИГруппа ВТБ 19 апреля 2021 года приобрела 5% обыкновенных акций Санкт-Петербургской биржи у Ассоциации «НП РТС», основного акционера биржи.Подробнее в сообщении основного акционера16 апреля Совкомбанк увеличил долю в капитале СПБ биржи до 12,93%, а Amereus Group вошла в состав акционеров с долей 5,54%. Сделки произошли путем исполнения опциона, заключенного еще в 2020 году с Ассоциацией “НП РТС”.СПБ биржа также сообщала, что 15 апреля основные акционеры Санкт-Петербургской биржи заключили акционерное соглашение. Долгосрочная стратегия Санкт-Петербургской биржи предполагает ее развитие как независимой рыночно-ориентированной площадки в партнерстве с ведущими участниками рынка. В связи с этим Ассоциация ""НП РТС"" последовательно снижает долю в капитале Санкт-Петербургской биржи, привлекая ключевых участников ее торгов в качестве акционеров. В целях консолидации позиций участников торгов, в том числе и по вопросам стратегического развития, основные акционеры биржи 15 апреля заключили акционерное соглашение.","('P(positive) = 0.00012. Result: ', 'Negative')"
12,"​Шесть недель на оплату покупки без кредитного договора, нужно только заполнить анкету — указать фамилию, имя, отчество, дату рождения, номер телефона и адрес электронной почты. «Тинькофф Банк» запустил «Долями» — первый в России BNPL-сервис (buy-now-pay-later – покупай сейчас, плати позже).«Долями» предлагает получить покупку, оплатив только четверть стоимости, а оставшиеся 75% будут списываться с карты автоматически каждые две недели до полной оплаты. При желании, внести остаток можно досрочно единым платежом через приложение. Win-Win для покупателей и магазиновДля покупателей сервис бесплатный: нет процентов, комиссий и переплат. Не нужно заключать кредитный договор, предоставлять паспортные данные и подтверждать доходы. Оплачивать покупки можно картами любых банков, Apple Pay и Google Pay.Интернет-магазин получает полную стоимость покупки в течение одного-трех дней после заказа и не платит проценты за покупателя. BNPL увеличивает средний чек покупки и повышает лояльность пользователей.Международный опытК 2023 году BNPL имеет все шансы занять 3% рынка e-commerce. Возможность получить товар сразу, а оплатить потом мотивирует клиентов покупать больше и чаще — особенно миллениалов и поколение Z. По опыту американских онлайн-магазинов, после подключения BNPL конверсия увеличивается минимум на 15%, а средний чек — на 60%. Растет число новых клиентов, которые раньше отказывались от покупки из-за высоких цен, 20% пользователей совершают вторую покупку. Лидеры BNPL-сегмента — Klarna и Affirm — растут на 100% год к году. Американская Affirm оценена Goldman Sachs в $12 млрд и вскоре собирается выйти на IPO. Шведская Klarna — самая дорогая частная финтех-компания в Европе.","('P(positive) = 0.00000. Result: ', 'Negative')"
13,"#VTBR #SPB⚡ ГРУППА ВТБ ПРИОБРЕЛА 5% САНКТ-ПЕТЕРБУРГСКОЙ БИРЖИ У АССОЦИАЦИИ ""НП РТС""","('P(positive) = 0.77649. Result: ', 'Positive')"
14,"#VTBR #SPB⚡ ГРУППА ВТБ ПРИОБРЕЛА 5% САНКТ-ПЕТЕРБУРГСКОЙ БИРЖИ У АССОЦИАЦИИ ""НП РТС""","('P(positive) = 0.77649. Result: ', 'Positive')"
15,"ВТБ провел День инвестора. Что еще обещают банкиры акционерам и рынку:- По итогам года нарастить портфель розничных кредитов на 25%.- На треть увеличить активную клиентскую базу среднего и малого бизнеса.- Через 4 года обслуживать 30 млн активных розничных клиентов (сейчас их – 14 млн), т.е. 40% экономически активного населения. Обеспечить это все должны цифровизация бизнеса и партнерские проекты. При этом совокупный эффект технологической трансформации должен составить более 117 млрд рублей на горизонте в 2,5 года. И это все – при строгом соблюдении принципов ответственного инвестирования. И в честь этого менеджмент ВТБ уже на днях будет рекомендовать выплату дивидендов в 50% от чистой прибыли.Ковидный кризис окончен. По крайней мере, по симптомам у одного конкретного банка. @banksta","('P(positive) = 0.99995. Result: ', 'Positive')"
16,"Рассуждение Певчих о своем боссе в Гардиан. Главный, и пожалуй единственный тезис раскрывает суть этой ""беллетристики"": ""Система Владимира Путина убивает единственного человека, который может избавить россиян от их лидера"".  Вот так и не иначе. Певчих точно пустилась во все тяжкие с подобными заявлениями. Ну по мнению большинства, и это совершенно очевидно, россияне и не жаждут избавиться от своего лидера. Это явно какой-то цирк с конями и очевидное желание выдать то, чего даже отдаленно не соответствует положению дел в стране. Особенно наглядно это видно на фоне неудачи с ""патриотами-хомяками, которых не набралось в желаемом количестве. Поэтому чтобы Певчих дальше не пела, грош цена всем  её трелям. Ложь, пи*дежь и провокация.","('P(positive) = 0.00001. Result: ', 'Negative')"
17,"#FIVE⚡ X5 RETAIL GROUP ДОПУСКАЕТ ВОЗМОЖНОСТЬ УВЕЛИЧЕНИЯ ДИВИДЕНДНЫХ ВЫПЛАТ В 2021 Г НА 10% ОТ УРОВНЯ 2020 Г, ДО 55 МЛРД РУБ - ГЛАВА РИТЕЙЛЕРА","('P(positive) = 0.88352. Result: ', 'Positive')"
18,"🛡 В приложении МТС банка в течении сегодняшнего дня не отображаются кредиты. Как видим, ""ближайшее время"" для манагеров МТС - понятие весьма растяжимое.  //Банковская тайна","('P(positive) = 0.99553. Result: ', 'Positive')"
19,"Евразийская экономическая комиссия не пропустила модную тему регулирования интернета. Эксперты решили провести исследование конкуренции на «трансграничном рынке предоставления услуг размещения рекламы в поисковой выдаче цифровых экосистем» в странах ЕАЭС. Коллеги, в целом не существует такого рынка, который вы поставили в центр своего исследования. Рынок рекламы не является трансграничным. Это национальный рынок: он регулируется совершенно разными законами в каждой стране- в России, Армении или Киргизии, что нивелирует любые возможности для сравнения. Да и как можно сравнить рынки, если по поисковой доле в четырех из пяти стран лидирует Google, а в России – «Яндекс».ЕЭК выступил с рассуждением о введении единых правил работы с рекламой в странах ЕАЭС, но и это невозможно - на каждом локальном рынке свои игроки и свои регуляторы, объединения полномочий которых просто не может быть. Очевидно, если бы комиссия хотя бы немного времени уделила изучению рынка, который намерена регулировать, то и сам предмет обсуждения был бы выбран другой.","('P(positive) = 0.99999. Result: ', 'Positive')"
